HS4 ID,HS4,HS2 ID,HS2,Section ID,Section
168451,Textile Processing Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168452,Sewing Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168453,Leather Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168454,Casting Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168455,Metal-Rolling Mills,1684,"Machinery, mechanical appliances, & parts",16,Machines
168456,Non-Mechanical Removal Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168457,Metalworking Transfer Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168458,Metal Lathes,1684,"Machinery, mechanical appliances, & parts",16,Machines
168459,Drilling Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168460,Metal Finishing Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168461,Metalworking Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168462,Forging Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168463,Other Non-Metal Removal Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168464,Stone Working Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168465,Woodworking machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168466,Metalworking Machine Parts,1684,"Machinery, mechanical appliances, & parts",16,Machines
168467,Motor-working Tools,1684,"Machinery, mechanical appliances, & parts",16,Machines
168468,Soldering and Welding Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168469,Typewriters,1684,"Machinery, mechanical appliances, & parts",16,Machines
168470,Calculators,1684,"Machinery, mechanical appliances, & parts",16,Machines
168471,Computers,1684,"Machinery, mechanical appliances, & parts",16,Machines
168472,Other Office Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168473,Office Machine Parts,1684,"Machinery, mechanical appliances, & parts",16,Machines
168474,Stone Processing Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168475,Glass Working Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168476,Vending Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168477,Rubberworking Machinery,1684,"Machinery, mechanical appliances, & parts",16,Machines
168478,Tobacco Processing Machines,1684,"Machinery, mechanical appliances, & parts",16,Machines
168479,Machinery Having Individual Functions,1684,"Machinery, mechanical appliances, & parts",16,Machines
168480,Metal Molds,1684,"Machinery, mechanical appliances, & parts",16,Machines
168481,Valves,1684,"Machinery, mechanical appliances, & parts",16,Machines
168482,Ball Bearings,1684,"Machinery, mechanical appliances, & parts",16,Machines
168483,Transmissions,1684,"Machinery, mechanical appliances, & parts",16,Machines
168484,Gaskets,1684,"Machinery, mechanical appliances, & parts",16,Machines
168485,Machines for additive manufacturing,1684,"Machinery, mechanical appliances, & parts",16,Machines
168501,Electric Motors,1685,Electrical machinery and electronics,16,Machines
168502,Electric Generating Sets,1685,Electrical machinery and electronics,16,Machines
168503,Electric Motor Parts,1685,Electrical machinery and electronics,16,Machines
168504,Electrical Transformers,1685,Electrical machinery and electronics,16,Machines
168505,Electromagnets,1685,Electrical machinery and electronics,16,Machines
168506,Batteries,1685,Electrical machinery and electronics,16,Machines
168507,Electric Batteries,1685,Electrical machinery and electronics,16,Machines
168508,Vacuum Cleaners,1685,Electrical machinery and electronics,16,Machines
168509,Other Domestic Electric Housewares,1685,Electrical machinery and electronics,16,Machines
168510,Hair Trimmers,1685,Electrical machinery and electronics,16,Machines
168511,Electrical Ignitions,1685,Electrical machinery and electronics,16,Machines
168512,Electrical Lighting and Signalling Equipment,1685,Electrical machinery and electronics,16,Machines
168513,Portable Lighting,1685,Electrical machinery and electronics,16,Machines
168514,Electric Furnaces,1685,Electrical machinery and electronics,16,Machines
168515,Electric Soldering Equipment,1685,Electrical machinery and electronics,16,Machines
168516,Electric Heaters,1685,Electrical machinery and electronics,16,Machines
168517,Telephones,1685,Electrical machinery and electronics,16,Machines
168518,Microphones and Headphones,1685,Electrical machinery and electronics,16,Machines
168519,Sound Recording Equipment,1685,Electrical machinery and electronics,16,Machines
168520,Dictation Machines,1685,Electrical machinery and electronics,16,Machines
168521,Video Recording Equipment,1685,Electrical machinery and electronics,16,Machines
168522,Audio and Video Recording Accessories,1685,Electrical machinery and electronics,16,Machines
168523,Blank Audio Media,1685,Electrical machinery and electronics,16,Machines
168524,"Flat panel display modules, whether or not incorporating touch-sensitive screens",1685,Electrical machinery and electronics,16,Machines
168525,Broadcasting Equipment,1685,Electrical machinery and electronics,16,Machines
168526,Navigation Equipment,1685,Electrical machinery and electronics,16,Machines
168527,Radio Receivers,1685,Electrical machinery and electronics,16,Machines
168528,Video Displays,1685,Electrical machinery and electronics,16,Machines
168529,Broadcasting Accessories,1685,Electrical machinery and electronics,16,Machines
168530,Traffic Signals,1685,Electrical machinery and electronics,16,Machines
168531,Audio Alarms,1685,Electrical machinery and electronics,16,Machines
168532,Electrical Capacitors,1685,Electrical machinery and electronics,16,Machines
168533,Electrical Resistors,1685,Electrical machinery and electronics,16,Machines
168534,Printed Circuit Boards,1685,Electrical machinery and electronics,16,Machines
168535,High-voltage Protection Equipment,1685,Electrical machinery and electronics,16,Machines
168536,Low-voltage Protection Equipment,1685,Electrical machinery and electronics,16,Machines
168537,Electrical Control Boards,1685,Electrical machinery and electronics,16,Machines
168538,Electrical Power Accessories,1685,Electrical machinery and electronics,16,Machines
168539,Electric Filament,1685,Electrical machinery and electronics,16,Machines
168540,Cathode Tubes,1685,Electrical machinery and electronics,16,Machines
168541,Semiconductor Devices,1685,Electrical machinery and electronics,16,Machines
168542,Integrated Circuits,1685,Electrical machinery and electronics,16,Machines
168543,Other Electrical Machinery,1685,Electrical machinery and electronics,16,Machines
168544,Insulated Wire,1685,Electrical machinery and electronics,16,Machines
168545,Carbon-based Electronics,1685,Electrical machinery and electronics,16,Machines
168546,Electrical Insulators,1685,Electrical machinery and electronics,16,Machines
168547,Metal Insulating Fittings,1685,Electrical machinery and electronics,16,Machines
168548,Electrical Parts,1685,Electrical machinery and electronics,16,Machines
178601,Electric Locomotives,1786,Railway and trams,17,Transportation
178602,Other Locomotives,1786,Railway and trams,17,Transportation
178603,Self-Propelled Rail Transport,1786,Railway and trams,17,Transportation
178604,Railway Maintenance Vehicles,1786,Railway and trams,17,Transportation
178605,Railway Passenger Cars,1786,Railway and trams,17,Transportation
178606,Railway Freight Cars,1786,Railway and trams,17,Transportation
178607,Locomotive Parts,1786,Railway and trams,17,Transportation
178608,Railway Track Fixtures,1786,Railway and trams,17,Transportation
178609,Railway Cargo Containers,1786,Railway and trams,17,Transportation
178701,Tractors,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178702,Buses,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178703,Cars,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178704,Delivery Trucks,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178705,Special purpose motor vehicles,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178706,Motor vehicle (8701 to 8705) chassis fitted with engine,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178707,Vehicle Bodies (including cabs) for the motor vehicles (8701 to 8705),1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178708,Motor vehicles; parts and accessories (8701 to 8705),1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178709,Work Trucks,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178710,Tanks and Armored vehicles,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178711,Motorcycles and cycles,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178712,"Bicycles, delivery tricycles, other cycles",1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178713,Wheelchairs,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178714,Bi-Wheel Vehicle Parts,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178715,Baby Carriages,1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178716,"Trailers and semi-trailers, not mechanically propelled vehicles",1787,"Cars, tractors, trucks & parts thereof.",17,Transportation
178801,Non-powered Aircraft,1788,Aircraft and spacecraft,17,Transportation
178802,"Planes, Helicopters, and/or Spacecraft",1788,Aircraft and spacecraft,17,Transportation
178803,Aircraft Parts,1788,Aircraft and spacecraft,17,Transportation
178804,Parachutes,1788,Aircraft and spacecraft,17,Transportation
178805,Aircraft Launch Gear,1788,Aircraft and spacecraft,17,Transportation
178901,Passenger and Cargo Ships,1789,"Ships, boats, & floating structures",17,Transportation
178902,Fishing Ships,1789,"Ships, boats, & floating structures",17,Transportation
178903,Recreational Boats,1789,"Ships, boats, & floating structures",17,Transportation
178904,Tug Boats,1789,"Ships, boats, & floating structures",17,Transportation
178905,Special Purpose Ships,1789,"Ships, boats, & floating structures",17,Transportation
178906,Other Sea Vessels,1789,"Ships, boats, & floating structures",17,Transportation
178907,Other Floating Structures,1789,"Ships, boats, & floating structures",17,Transportation
178908,Scrap Vessels,1789,"Ships, boats, & floating structures",17,Transportation
189001,Optical Fibers and optical fibre bundles,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189002,Mirrors and Lenses,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189003,Eyewear Frames,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189004,Eyewear,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189005,Binoculars and Telescopes,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189006,Cameras,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189007,Video Cameras,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189008,Image Projectors,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189009,Photocopiers,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189010,Photo Lab Equipment,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189011,Microscopes,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189012,Non-optical Microscopes,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189013,LCDs,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189014,Compasses,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189015,Surveying Equipment,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189016,Balances,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189017,Drafting Tools,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189018,Medical Instruments,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189019,Therapeutic Appliances,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189020,Breathing Appliances,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189021,Orthopedic Appliances,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189022,X-Ray Equipment,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189023,Instructional Models,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189024,Tensile Testing Machines,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189025,Hydrometers,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189026,Gas and Liquid Flow Measuring Instruments,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189027,Chemical Analysis Instruments,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189028,Utility Meters,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189029,Revolution Counters,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189030,Oscilloscopes,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189031,Other Measuring Instruments,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189032,Thermostats,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189033,Opto-Electric Instrument Parts,1890,"Optical, photo, & film equipment; medical instruments",18,Instruments
189101,Precious Metal Watches,1891,"Clocks, watches, & parts",18,Instruments
189102,Base Metal Watches,1891,"Clocks, watches, & parts",18,Instruments
189103,Clocks with Watch Movements,1891,"Clocks, watches, & parts",18,Instruments
189104,Dashboard Clocks,1891,"Clocks, watches, & parts",18,Instruments
189105,Other Clocks,1891,"Clocks, watches, & parts",18,Instruments
189106,Time Recording Instruments,1891,"Clocks, watches, & parts",18,Instruments
189107,Time Switches,1891,"Clocks, watches, & parts",18,Instruments
189108,Watch Movements,1891,"Clocks, watches, & parts",18,Instruments
189109,Clock Movements,1891,"Clocks, watches, & parts",18,Instruments
189110,Incomplete Movement Sets,1891,"Clocks, watches, & parts",18,Instruments
189111,Watch Cases and Parts,1891,"Clocks, watches, & parts",18,Instruments
189112,Clock Cases and Parts,1891,"Clocks, watches, & parts",18,Instruments
189113,Watch Straps,1891,"Clocks, watches, & parts",18,Instruments
189114,Other Clocks and Watches,1891,"Clocks, watches, & parts",18,Instruments
189201,Pianos,1892,Musical instruments,18,Instruments
189202,String Instruments,1892,Musical instruments,18,Instruments
189203,Pipe Organs,1892,Musical instruments,18,Instruments
189204,Accordions,1892,Musical instruments,18,Instruments
189205,Wind Instruments,1892,Musical instruments,18,Instruments
189206,Percussion,1892,Musical instruments,18,Instruments
189207,Electric Musical Instruments,1892,Musical instruments,18,Instruments
189208,Other Musical Instruments,1892,Musical instruments,18,Instruments
189209,Musical Instrument Parts,1892,Musical instruments,18,Instruments
199301,Military Weapons,1993,Weapons,19,Weapons
199302,Handguns,1993,Weapons,19,Weapons
199303,Other Firearms,1993,Weapons,19,Weapons
199304,"Spring, Air, and Gas Guns",1993,Weapons,19,Weapons
199305,Weapons Parts and Accessories,1993,Weapons,19,Weapons
199306,Explosive Ammunition,1993,Weapons,19,Weapons
199307,Bladed Weapons and Accessories,1993,Weapons,19,Weapons
209401,Seats,2094,"Furniture, bedding, lamps, & prefab buildings",20,Miscellaneous
209402,Medical Furniture,2094,"Furniture, bedding, lamps, & prefab buildings",20,Miscellaneous
209403,Other Furniture,2094,"Furniture, bedding, lamps, & prefab buildings",20,Miscellaneous
209404,Mattresses,2094,"Furniture, bedding, lamps, & prefab buildings",20,Miscellaneous
209405,Light Fixtures,2094,"Furniture, bedding, lamps, & prefab buildings",20,Miscellaneous
209406,Prefabricated Buildings,2094,"Furniture, bedding, lamps, & prefab buildings",20,Miscellaneous
209501,Wheeled Toys,2095,"Toys, games, & sports",20,Miscellaneous
209502,Dolls,2095,"Toys, games, & sports",20,Miscellaneous
209503,Other toys,2095,"Toys, games, & sports",20,Miscellaneous
209504,Video and Card Games,2095,"Toys, games, & sports",20,Miscellaneous
209505,Party Decorations,2095,"Toys, games, & sports",20,Miscellaneous
209506,Sports Equipment,2095,"Toys, games, & sports",20,Miscellaneous
209507,Fishing and Hunting Equipment,2095,"Toys, games, & sports",20,Miscellaneous
209508,Fairground Amusements,2095,"Toys, games, & sports",20,Miscellaneous
209601,Worked Ivory and Bone,2096,Misc. manufactures,20,Miscellaneous
209602,Vegetable and Mineral Carvings,2096,Misc. manufactures,20,Miscellaneous
209603,Brooms,2096,Misc. manufactures,20,Miscellaneous
209604,Hand Sifters,2096,Misc. manufactures,20,Miscellaneous
209605,Travel Kits,2096,Misc. manufactures,20,Miscellaneous
209606,Buttons,2096,Misc. manufactures,20,Miscellaneous
209607,Zippers,2096,Misc. manufactures,20,Miscellaneous
209608,Pens,2096,Misc. manufactures,20,Miscellaneous
209609,Pencils and Crayons,2096,Misc. manufactures,20,Miscellaneous
209610,Chalkboards,2096,Misc. manufactures,20,Miscellaneous
209611,Rubber Stamps,2096,Misc. manufactures,20,Miscellaneous
209612,Ink Ribbons,2096,Misc. manufactures,20,Miscellaneous
209613,Lighters,2096,Misc. manufactures,20,Miscellaneous
209614,Smoking Pipes,2096,Misc. manufactures,20,Miscellaneous
209615,Combs,2096,Misc. manufactures,20,Miscellaneous
209616,Scent Sprays,2096,Misc. manufactures,20,Miscellaneous
209617,Vacuum Flask,2096,Misc. manufactures,20,Miscellaneous
209618,Mannequins,2096,Misc. manufactures,20,Miscellaneous
219701,Paintings,2197,Art & antiques,21,Arts and Antiques
219702,Prints,2197,Art & antiques,21,Arts and Antiques
219703,Sculptures,2197,Art & antiques,21,Arts and Antiques
219704,Revenue Stamps,2197,Art & antiques,21,Arts and Antiques
219705,Collector's Items,2197,Art & antiques,21,Arts and Antiques
219706,Antiques,2197,Art & antiques,21,Arts and Antiques
