edges__source,edges__strength,edges__target
63809,0.297515703,178701
63810,0.308646914,115903
63811,0.326532245,73908
63811,0.297515703,104814
157212,0.226756916,157301
63818,0.297515703,189002
73902,0.2304,168483
73903,0.3025,73907
73903,0.3025,168532
73904,0.319473648,168485
73918,0.25,157219
115902,0.326532245,137013
115902,0.383222903,157208
115902,0.383222903,157312
115902,0.326532245,168402
74012,0.233057218,157325
74013,0.224372742,136912
74013,0.151235432,178905
136912,0.3025,137013
74015,0.173613889,168518
84101,0.330625,84102
84101,0.275625,104821
84105,0.297515703,84106
84105,0.25,147108
84104,0.277012742,84107
84107,0.262984352,104820
147108,0.284440889,147112
84201,0.25,84203
84203,0.197526914,84303
84203,0.274376916,115510
84203,0.25,116214
84202,0.340273889,189113
189113,0.213019172,209613
84303,0.197526914,115105
115510,0.274376916,136913
115510,0.297515703,178712
84302,0.25,209401
115105,0.224372742,147106
94407,0.496390703,94408
94407,0.496390703,94409
94407,0.349174628,94412
94420,0.200954958,94602
94420,0.300731592,116209
104702,0.25,104703
104705,0.197526914,178805
104801,0.31640625,104810
104802,0.326532245,104804
104802,0.3025,136805
104803,0.335183103,104818
104806,0.206615703,168427
104907,0.25,147103
147103,0.210066389,147113
104908,0.217780889,168515
104909,0.25,189019
189019,0.25,189020
115007,0.197526914,157221
115101,0.197526914,115105
115107,0.340273889,209401
115111,0.277012742,115112
115112,0.335183103,115309
115205,0.286985204,116002
115208,0.282226563,115209
115402,0.25,168532
115804,0.390625,115807
115408,0.319473648,115501
115408,0.332836686,115509
115503,0.297515703,115902
157323,0.280274948,158215
115601,0.284440889,157612
115607,0.299887664,157308
115701,0.280274948,116214
115702,0.319473648,136908
115801,0.25,158215
158215,0.340273889,158306
158215,0.25,178715
209606,0.36,209607
157208,0.427519823,157209
116001,0.332836686,116002
116001,0.2704,147113
116116,0.25,189006
116215,0.25,189113
116303,0.183672245,116306
116303,0.378692544,116307
126402,0.15311569,126404
126402,0.147932544,126505
126402,0.094673136,158111
126506,0.280274948,137020
137020,0.280274948,168415
126601,0.183672245,189105
189105,0.25,189108
126702,0.390625,189102
126704,0.25,209505
136801,0.297515703,136802
136801,0.25,157303
136903,0.340273889,168484
136907,0.25,157324
136911,0.468143324,136912
136911,0.25,178712
137004,0.081630204,168456
137018,0.25,168513
168513,0.25,189207
147101,0.25,189102
147102,0.25,147103
157201,0.09765625,157305
157305,0.373455432,168455
157202,0.25,157209
157209,0.332836686,157210
157209,0.25,157408
157205,0.293406389,168414
157207,0.2025,157224
157213,0.351162908,157214
157213,0.304394958,157228
157214,0.36861898,157216
157223,0.289939172,178603
178711,0.25,178714
157317,0.286985204,158201
158201,0.26369252,209404
168448,0.280274948,209608
157412,0.217780889,168478
157402,0.145122903,157901
157407,0.25,157408
157409,0.217780889,157411
157413,0.25,199306
157601,0.200954958,178606
178606,0.340273889,178607
178606,0.297515703,178906
157607,0.340273889,168428
158101,0.25,189005
158102,0.25,209504
158104,0.140625,209504
158203,0.36,158205
158209,0.297515703,168479
158211,0.213019172,189002
158303,0.36,168466
158305,0.224372742,168480
158305,0.213019172,168510
158307,0.224372742,189032
168410,0.340273889,178607
168411,0.40495405,189111
168411,0.213019172,219703
189111,0.340273889,189113
189111,0.40495405,189114
168420,0.308646914,168457
168420,0.297515703,168464
168464,0.297515703,178604
168430,0.228732628,189015
168440,0.41326898,168442
168461,0.308646914,189011
168446,0.297515703,168461
168447,0.25,189113
168451,0.335183103,168480
168452,0.25,189029
168460,0.378692544,178603
168470,0.284440889,168527
168519,0.36,168521
168476,0.284440889,189024
168507,0.335183103,168532
168521,0.444448889,168527
168531,0.36,168548
178602,0.226756916,178606
178710,0.169546298,199306
178802,0.221454948,199306
178803,0.289939172,219703
178907,0.297515703,189015
189003,0.444448889,189004
189003,0.25,189113
189013,0.25,189207
189018,0.25,189030
189101,0.25,189108
219701,0.213019172,219703
